Date,Effective_Running_Time,General_Running_Time,Waste_Packages,Good_Packages,Nominal_Speed,Actual_Speed,Ancillary_Time,Internal_Downtime,External_Downtime,Base_Working_Time,MME,Q,P,A,OEE
3/4/2023,8.1,8.1,190,833,1020,890,1.5,0.5,0.1,10.2,1,0.81427175,0.87254902,0.794117647,0.56
3/5/2023,7.4,9,103,866,1072,951,0.5,0.3,0.3,8.5,1.22,0.89370485,0.887126866,0.870588235,0.69
3/6/2023,6.5,10.4,65,951,1054,817,1.2,0.2,0.2,8.1,1.6,0.936023622,0.775142315,0.802469136,0.58
3/7/2023,6.6,8.2,123,904,1169,947,1.2,0.3,0.1,8.2,1.24,0.88023369,0.810094098,0.804878049,0.57
3/8/2023,9,10,89,841,1063,1063,1.1,0.1,0.3,10.5,1.11,0.904301075,1,0.857142857,0.78
3/9/2023,8.5,10.4,93,976,1158,832,1.5,0.5,0.1,10.6,1.22,0.913002806,0.718480138,0.801886792,0.53
3/10/2023,6.4,9.3,96,976,1178,1029,0.8,0.3,0.3,7.8,1.45,0.910447761,0.873514431,0.820512821,0.65
3/11/2023,6.3,11.1,170,974,1087,923,0.8,0.3,0.1,7.5,1.76,0.851398601,0.849126035,0.84,0.61
3/12/2023,8.4,8.4,131,848,1182,997,0.6,0.4,0.3,9.7,1,0.86618999,0.843485618,0.865979381,0.63
3/13/2023,6.3,8.3,97,890,1075,878,0.9,0.3,0.1,7.6,1.32,0.901722391,0.816744186,0.828947368,0.61
3/14/2023,9.3,10.9,142,997,1193,848,0.8,0.4,0.2,10.7,1.17,0.875329236,0.710813076,0.869158879,0.54
3/15/2023,8.8,10,157,954,1018,848,0.8,0.1,0.3,10,1.14,0.858685869,0.833005894,0.88,0.63
3/16/2023,6.3,10.8,91,805,1137,821,1.3,0.4,0.3,8.3,1.71,0.8984375,0.722075638,0.759036145,0.49
3/17/2023,6.3,9.7,112,813,1099,856,1.4,0.5,0.3,8.5,1.54,0.878918919,0.7788899,0.741176471,0.51
3/18/2023,9,9,68,893,1078,999,0.7,0.4,0.3,10.4,1,0.929240375,0.926716141,0.865384615,0.75
3/19/2023,7.5,11.3,77,982,1127,1065,0.9,0.5,0.3,9.2,1.51,0.927289896,0.94498669,0.815217391,0.71
3/20/2023,7.5,11.2,152,908,1141,1044,1.4,0.2,0.1,9.2,1.49,0.856603774,0.914986854,0.815217391,0.64
3/21/2023,9.3,10.8,77,900,1001,1001,0.6,0.3,0.2,10.4,1.16,0.921187308,1,0.894230769,0.82
3/22/2023,9.1,9.1,129,821,1033,833,0.6,0.3,0.2,10.2,1,0.864210526,0.806389158,0.892156863,0.62
3/23/2023,9.9,10.4,156,931,1143,887,0.7,0.3,0.2,11.1,1.05,0.856485741,0.776027997,0.891891892,0.59
3/24/2023,9,9.4,66,964,1133,893,1.1,0.3,0.2,10.6,1.04,0.93592233,0.788172992,0.849056604,0.63
3/25/2023,7.5,8.4,135,876,1193,875,0.7,0.2,0.2,8.6,1.12,0.866468843,0.733445096,0.872093023,0.55
3/26/2023,6.3,11.7,88,955,1152,955,1.5,0.2,0.1,8.1,1.86,0.915627996,0.828993056,0.777777778,0.59
3/27/2023,8.5,8.5,194,993,1190,961,0.9,0.3,0.2,9.9,1,0.836562763,0.807563025,0.858585859,0.58
3/28/2023,8.2,11.8,123,841,1141,907,1,0.2,0.1,9.5,1.44,0.872406639,0.79491674,0.863157895,0.6
3/29/2023,7.7,9.8,171,905,1060,906,0.7,0.4,0.2,9,1.27,0.841078067,0.854716981,0.855555556,0.62
3/30/2023,8.7,8.7,133,857,1021,1021,1,0.2,0.2,10.1,1,0.865656566,1,0.861386139,0.75
3/31/2023,6.4,10.2,57,959,1156,1037,1.2,0.1,0.3,8,1.59,0.943897638,0.897058824,0.8,0.68
4/1/2023,8,11.5,145,916,1129,892,1.3,0.3,0.2,9.8,1.44,0.863336475,0.790079717,0.816326531,0.56
4/2/2023,6,10.9,193,927,1010,1010,1.3,0.3,0.2,7.8,1.82,0.827678571,1,0.769230769,0.64
4/3/2023,7.9,11.2,140,960,1072,1072,1.1,0.4,0.1,9.5,1.42,0.872727273,1,0.831578947,0.73
4/4/2023,6.2,10.6,173,879,1191,898,1.4,0.3,0.2,8.1,1.71,0.835551331,0.753988245,0.765432099,0.48
4/5/2023,6.5,10.8,183,983,1100,906,1.3,0.2,0.1,8.1,1.66,0.843053173,0.823636364,0.802469136,0.56
4/6/2023,6.5,11.4,84,907,1087,952,1.3,0.4,0.2,8.4,1.75,0.915237134,0.875804968,0.773809524,0.62
4/7/2023,8.6,9,82,832,1092,1082,0.6,0.3,0.2,9.7,1.05,0.910284464,0.990842491,0.886597938,0.8
4/8/2023,9,10,142,939,1042,1042,0.5,0.1,0.1,9.7,1.11,0.868640148,1,0.927835052,0.81
4/9/2023,8.3,8.9,112,959,1074,831,0.7,0.3,0.2,9.5,1.07,0.895424837,0.773743017,0.873684211,0.61
4/10/2023,9.8,12,176,863,1074,918,1.2,0.5,0.3,11.8,1.22,0.830606352,0.854748603,0.830508475,0.59
4/11/2023,7.5,11.8,185,971,1010,966,0.9,0.3,0.3,9,1.57,0.839965398,0.956435644,0.833333333,0.67
4/12/2023,7.1,8.2,103,981,1154,951,0.9,0.2,0.2,8.4,1.15,0.90498155,0.824090121,0.845238095,0.63
4/13/2023,9.5,10.8,86,855,1083,858,1.4,0.2,0.1,11.2,1.14,0.908607864,0.792243767,0.848214286,0.61
4/14/2023,6.9,11.7,167,997,1164,1058,1.4,0.2,0.1,8.6,1.7,0.85652921,0.908934708,0.802325581,0.62
4/15/2023,8.7,8.7,91,828,1170,1003,1.4,0.3,0.2,10.6,1,0.900979325,0.857264957,0.820754717,0.63
4/16/2023,6,10.3,173,840,1042,1042,0.8,0.3,0.3,7.4,1.72,0.829220138,1,0.810810811,0.67
4/17/2023,9.9,11.7,114,837,1131,1058,1.2,0.1,0.1,11.3,1.18,0.880126183,0.935455349,0.876106195,0.72
4/18/2023,6.2,8.1,150,979,1094,1025,0.8,0.5,0.3,7.8,1.31,0.867139061,0.936928702,0.794871795,0.65
4/19/2023,9.6,10.8,64,931,1176,932,0.7,0.4,0.1,10.8,1.13,0.935678392,0.792517007,0.888888889,0.66
4/20/2023,8.1,9.2,144,830,1043,983,0.7,0.3,0.3,9.4,1.14,0.852156057,0.942473634,0.861702128,0.69
4/21/2023,10,11.7,118,888,1136,848,0.8,0.4,0.2,11.4,1.17,0.882703777,0.746478873,0.877192982,0.58
4/22/2023,6.3,11.9,138,923,1122,1002,0.9,0.1,0.3,7.6,1.89,0.869934025,0.893048128,0.828947368,0.64
4/23/2023,8.2,11.8,75,817,1059,854,1.3,0.3,0.2,10,1.44,0.915919283,0.806421152,0.82,0.61
4/24/2023,9.9,9.9,161,976,1027,1008,0.6,0.4,0.2,11.1,1,0.858399296,0.981499513,0.891891892,0.75
4/25/2023,8.1,11.4,179,961,1130,869,1.2,0.4,0.1,9.8,1.41,0.842982456,0.769026549,0.826530612,0.54
4/26/2023,8.5,11.4,83,901,1148,835,1,0.4,0.1,10,1.34,0.915650407,0.727351916,0.85,0.57
4/27/2023,8.8,9.3,64,993,1063,850,0.8,0.2,0.3,10.1,1.06,0.939451277,0.799623706,0.871287129,0.65
4/28/2023,7.8,11.3,54,884,1129,801,1,0.5,0.3,9.6,1.45,0.942430704,0.709477414,0.8125,0.54
4/29/2023,8.1,8.1,146,997,1079,1016,0.8,0.1,0.3,9.3,1,0.872265967,0.941612604,0.870967742,0.72
4/30/2023,8.3,10.4,141,934,1143,1020,1.1,0.5,0.2,10.1,1.25,0.868837209,0.892388451,0.821782178,0.64
5/1/2023,8.9,8.9,132,927,1040,954,0.9,0.5,0.3,10.6,1,0.875354108,0.917307692,0.839622642,0.67
5/2/2023,6.2,8.5,85,833,1178,848,0.7,0.2,0.1,7.2,1.37,0.907407407,0.719864177,0.861111111,0.56
5/3/2023,7.1,8.3,109,976,1057,825,0.6,0.4,0.2,8.3,1.17,0.899539171,0.78051088,0.855421687,0.6
5/4/2023,9.8,10.8,139,885,1074,806,1,0.1,0.2,11.1,1.1,0.864257813,0.750465549,0.882882883,0.57
5/5/2023,9.4,9.4,125,832,1012,850,1.4,0.3,0.2,11.3,1,0.86938349,0.839920949,0.831858407,0.61
5/6/2023,7.8,10.9,198,803,1022,1022,0.8,0.3,0.2,9.1,1.4,0.802197802,1,0.857142857,0.69
5/7/2023,8.3,8.3,70,912,1103,872,1.2,0.3,0.1,9.9,1,0.928716904,0.79057117,0.838383838,0.62
5/8/2023,7.1,9.3,154,905,1054,906,1.2,0.5,0.2,9,1.31,0.854579792,0.859582543,0.788888889,0.58
5/9/2023,6.8,10.2,111,944,1167,832,1.4,0.4,0.3,8.9,1.5,0.89478673,0.71293916,0.764044944,0.49
5/10/2023,7.9,11.2,114,978,1003,867,1.3,0.3,0.2,9.7,1.42,0.895604396,0.86440678,0.81443299,0.63
5/11/2023,7.4,9.3,158,816,1076,956,1.1,0.4,0.1,9,1.26,0.837782341,0.888475836,0.822222222,0.61
5/12/2023,8.3,10.5,154,946,1067,982,1.2,0.5,0.1,10.1,1.27,0.86,0.920337395,0.821782178,0.65
5/13/2023,6.3,11.5,199,837,1004,874,1.4,0.1,0.1,7.9,1.83,0.807915058,0.870517928,0.797468354,0.56
5/14/2023,9.9,10.5,69,972,1025,817,0.9,0.5,0.2,11.5,1.06,0.933717579,0.797073171,0.860869565,0.64
5/15/2023,8.9,8.9,66,964,1083,917,0.8,0.1,0.2,10,1,0.93592233,0.846722068,0.89,0.71
5/16/2023,8.1,8.1,159,908,1099,870,0.5,0.4,0.2,9.2,1,0.850984067,0.791628753,0.880434783,0.59
5/17/2023,8.1,11.5,137,942,1081,866,1.3,0.2,0.2,9.8,1.42,0.873030584,0.801110083,0.826530612,0.58
5/18/2023,7.2,8.1,91,863,1106,1088,1.3,0.2,0.2,8.9,1.12,0.904612159,0.983725136,0.808988764,0.72
5/19/2023,9.3,11.5,62,894,1119,985,0.6,0.3,0.3,10.5,1.24,0.935146444,0.880250223,0.885714286,0.73
5/20/2023,8.7,10.1,63,964,1002,967,1.1,0.4,0.1,10.3,1.16,0.93865628,0.96506986,0.844660194,0.77
5/21/2023,6.7,11.8,184,892,1093,925,1,0.3,0.2,8.2,1.76,0.828996283,0.846294602,0.817073171,0.57
5/22/2023,9.6,11.2,79,872,1193,929,0.6,0.1,0.3,10.6,1.17,0.916929548,0.778709137,0.905660377,0.65
5/23/2023,9.3,12,99,899,1104,962,1.5,0.3,0.1,11.2,1.29,0.900801603,0.871376812,0.830357143,0.65
5/24/2023,9.4,9.4,84,966,1136,1009,0.7,0.5,0.1,10.7,1,0.92,0.888204225,0.878504673,0.72
5/25/2023,8.9,11.1,103,867,1062,1011,0.6,0.3,0.3,10.1,1.25,0.893814433,0.951977401,0.881188119,0.75
5/26/2023,8.5,9.6,60,835,1155,852,1.1,0.2,0.2,10,1.13,0.932960894,0.737662338,0.85,0.58
5/27/2023,7.7,9.9,128,942,1155,950,1.2,0.3,0.2,9.4,1.29,0.880373832,0.822510823,0.819148936,0.59
5/28/2023,9.7,10.5,60,965,1104,924,0.5,0.1,0.1,10.4,1.08,0.941463415,0.836956522,0.932692308,0.73
5/29/2023,9.5,11.5,170,820,1195,1061,1.2,0.4,0.2,11.3,1.21,0.828282828,0.887866109,0.840707965,0.62
5/30/2023,6.2,11.9,85,848,1025,989,1,0.4,0.2,7.8,1.92,0.908896034,0.964878049,0.794871795,0.7
5/31/2023,6.1,11.1,131,828,1003,960,0.6,0.3,0.1,7.1,1.82,0.863399374,0.957128614,0.85915493,0.71
6/1/2023,7.5,9.7,182,870,1154,835,0.7,0.2,0.2,8.6,1.29,0.826996198,0.723570191,0.872093023,0.52
6/2/2023,9.2,9.7,148,890,1161,982,1.1,0.4,0.1,10.8,1.05,0.857418112,0.845822567,0.851851852,0.62
6/3/2023,9.9,11,130,950,1024,835,0.8,0.3,0.2,11.2,1.11,0.87962963,0.815429688,0.883928571,0.63
6/4/2023,6.6,9,99,930,1053,901,1.4,0.4,0.1,8.5,1.36,0.903790087,0.855650522,0.776470588,0.6
6/5/2023,8.4,8.4,100,924,1004,843,1.3,0.4,0.1,10.2,1,0.90234375,0.839641434,0.823529412,0.62
6/6/2023,7.5,9.4,150,870,1059,1008,1.5,0.4,0.2,9.6,1.25,0.852941176,0.95184136,0.78125,0.63
6/7/2023,9.1,9.1,199,968,1155,862,0.8,0.3,0.1,10.3,1,0.829477292,0.746320346,0.883495146,0.55
6/8/2023,9.2,9.2,149,894,1104,918,1.5,0.3,0.3,11.3,1,0.857142857,0.831521739,0.814159292,0.58
6/9/2023,8.9,8.9,134,996,1070,1069,0.9,0.5,0.1,10.4,1,0.881415929,0.999065421,0.855769231,0.75
6/10/2023,7.9,8.2,160,927,1074,861,0.8,0.3,0.2,9.2,1.04,0.852805888,0.801675978,0.858695652,0.59
6/11/2023,7.7,8.1,120,825,1000,952,0.6,0.3,0.1,8.7,1.05,0.873015873,0.952,0.885057471,0.74
6/12/2023,7.1,12,59,935,1060,926,0.6,0.2,0.2,8.1,1.69,0.940643863,0.873584906,0.87654321,0.72
6/13/2023,6.2,9.7,134,865,1129,805,1.2,0.4,0.3,8.1,1.56,0.865865866,0.713020372,0.765432099,0.47
6/14/2023,9.5,9.5,194,937,1195,1038,1,0.3,0.1,10.9,1,0.82847038,0.868619247,0.871559633,0.63
6/15/2023,9.3,10.7,76,814,1169,821,0.7,0.2,0.3,10.5,1.15,0.914606742,0.702309666,0.885714286,0.57
6/16/2023,8.9,8.9,154,835,1005,942,1.1,0.1,0.1,10.2,1,0.844287159,0.937313433,0.87254902,0.69
6/17/2023,10,11.8,80,971,1180,968,0.8,0.3,0.2,11.3,1.18,0.923882017,0.820338983,0.884955752,0.67
6/18/2023,8.2,11.1,130,845,1157,989,1.1,0.4,0.2,9.9,1.35,0.866666667,0.854796889,0.828282828,0.61
6/19/2023,8.4,8.4,65,967,1156,1007,0.9,0.3,0.3,9.9,1,0.937015504,0.871107266,0.848484848,0.69
6/20/2023,9.7,9.7,118,856,1092,876,1.3,0.2,0.2,11.4,1,0.878850103,0.802197802,0.850877193,0.6
6/21/2023,9.4,11.5,163,929,1080,803,1.3,0.4,0.2,11.3,1.22,0.850732601,0.743518519,0.831858407,0.53
6/22/2023,7,11.8,102,939,1061,1017,1,0.1,0.1,8.2,1.69,0.902017291,0.958529689,0.853658537,0.74
6/23/2023,7.8,9.9,150,903,1013,961,0.9,0.3,0.1,9.1,1.27,0.857549858,0.948667325,0.857142857,0.7
6/24/2023,6.5,10.5,169,861,1046,1046,0.9,0.2,0.3,7.9,1.62,0.83592233,1,0.82278481,0.69
6/25/2023,8.7,8.7,189,843,1049,1046,1.3,0.2,0.2,10.4,1,0.816860465,0.997140133,0.836538462,0.68
6/26/2023,8.4,12,85,807,1097,1053,0.8,0.2,0.2,9.6,1.43,0.90470852,0.959890611,0.875,0.76
6/27/2023,6.9,8.9,110,861,1149,946,0.7,0.3,0.3,8.2,1.29,0.886714727,0.82332463,0.841463415,0.61
6/28/2023,8.7,11.8,73,931,1095,900,0.6,0.1,0.2,9.6,1.36,0.927290837,0.821917808,0.90625,0.69
6/29/2023,8.5,10.6,199,988,1012,1012,1,0.3,0.3,10.1,1.25,0.832350463,1,0.841584158,0.7
6/30/2023,7.4,10.4,189,974,1192,935,1,0.3,0.2,8.9,1.41,0.837489252,0.784395973,0.831460674,0.55
7/1/2023,6.5,10.1,131,953,1189,855,1.3,0.3,0.2,8.3,1.55,0.879151292,0.719091674,0.78313253,0.5
